2025-07-27 18:40:19,720 INFO calculate [main] Operation=ADD, Inputs=8,8, Result=16
2025-07-27 18:40:19,724 INFO calculate [main] Operation=DIVIDE, Inputs=3,2, Result=1
2025-07-27 18:40:19,724 INFO calculate [main] Operation=SUBTRACT, Inputs=1,9, Result=-8
2025-07-27 18:40:19,725 INFO calculate [main] Operation=ADD, Inputs=2,2, Result=4
2025-07-27 18:40:19,725 INFO calculate [main] Operation=SUBTRACT, Inputs=1,2, Result=-1
2025-07-27 18:40:19,725 INFO calculate [main] Operation=DIVIDE, Inputs=6,4, Result=1
2025-07-27 18:40:19,725 INFO calculate [main] Operation=ADD, Inputs=8,1, Result=9
2025-07-27 18:40:19,725 INFO calculate [main] Operation=DIVIDE, Inputs=8,7, Result=1
2025-07-27 18:40:19,725 INFO calculate [main] Operation=SUBTRACT, Inputs=8,7, Result=1
2025-07-27 18:40:19,725 INFO calculate [main] Operation=DIVIDE, Inputs=1,4, Result=0
2025-07-27 18:40:19,725 INFO calculate [main] Operation=SUBTRACT, Inputs=5,5, Result=0
2025-07-27 18:40:19,726 INFO calculate [main] Operation=SUBTRACT, Inputs=1,3, Result=-2
2025-07-27 18:40:19,726 INFO calculate [main] Operation=DIVIDE, Inputs=6,5, Result=1
2025-07-27 18:40:19,726 INFO calculate [main] Operation=DIVIDE, Inputs=2,6, Result=0
2025-07-27 18:40:19,726 INFO calculate [main] Operation=DIVIDE, Inputs=6,6, Result=1
2025-07-27 18:40:19,726 INFO calculate [main] Operation=ADD, Inputs=2,1, Result=3
2025-07-27 18:40:19,726 INFO calculate [main] Operation=DIVIDE, Inputs=0,1, Result=0
2025-07-27 18:40:19,726 INFO calculate [main] Operation=SUBTRACT, Inputs=4,5, Result=-1
2025-07-27 18:40:19,726 INFO calculate [main] Operation=SUBTRACT, Inputs=7,7, Result=0
2025-07-27 18:40:19,726 INFO calculate [main] Operation=DIVIDE, Inputs=0,6, Result=0
2025-07-27 18:40:19,727 INFO calculate [main] Operation=ADD, Inputs=9,8, Result=17
2025-07-27 18:40:19,727 INFO calculate [main] Operation=ADD, Inputs=5,1, Result=6
2025-07-27 18:40:19,727 INFO calculate [main] Operation=SUBTRACT, Inputs=8,8, Result=0
2025-07-27 18:40:19,727 INFO calculate [main] Operation=SUBTRACT, Inputs=6,8, Result=-2
2025-07-27 18:40:19,727 INFO calculate [main] Operation=ADD, Inputs=1,0, Result=1
2025-07-27 18:40:19,727 INFO calculate [main] Operation=ADD, Inputs=6,2, Result=8
2025-07-27 18:40:19,727 INFO calculate [main] Operation=DIVIDE, Inputs=5,9, Result=0
2025-07-27 18:40:19,727 INFO calculate [main] Operation=DIVIDE, Inputs=2,6, Result=0
2025-07-27 18:40:19,727 INFO calculate [main] Operation=DIVIDE, Inputs=8,1, Result=8
2025-07-27 18:40:19,727 INFO calculate [main] Operation=SUBTRACT, Inputs=4,3, Result=1
2025-07-27 18:40:19,727 INFO calculate [main] Operation=SUBTRACT, Inputs=3,6, Result=-3
2025-07-27 18:40:19,728 INFO calculate [main] Operation=DIVIDE, Inputs=7,1, Result=7
2025-07-27 18:40:19,728 INFO calculate [main] Operation=SUBTRACT, Inputs=3,5, Result=-2
2025-07-27 18:40:19,728 INFO calculate [main] Operation=ADD, Inputs=5,4, Result=9
2025-07-27 18:40:19,728 INFO calculate [main] Operation=ADD, Inputs=6,3, Result=9
2025-07-27 18:40:19,728 INFO calculate [main] Operation=SUBTRACT, Inputs=8,3, Result=5
2025-07-27 18:40:19,728 INFO calculate [main] Operation=DIVIDE, Inputs=5,3, Result=1
2025-07-27 18:40:19,728 INFO calculate [main] Operation=DIVIDE, Inputs=5,9, Result=0
2025-07-27 18:40:19,728 INFO calculate [main] Operation=SUBTRACT, Inputs=2,1, Result=1
2025-07-27 18:40:19,728 INFO calculate [main] Operation=DIVIDE, Inputs=9,2, Result=4
2025-07-27 18:40:19,728 INFO calculate [main] Operation=SUBTRACT, Inputs=4,3, Result=1
2025-07-27 18:40:19,728 INFO calculate [main] Operation=ADD, Inputs=5,0, Result=5
2025-07-27 18:40:19,729 INFO calculate [main] Operation=ADD, Inputs=6,8, Result=14
2025-07-27 18:40:19,729 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:40:19,729 INFO calculate [main] Operation=DIVIDE, Inputs=8,7, Result=1
2025-07-27 18:40:19,729 INFO calculate [main] Operation=DIVIDE, Inputs=4,9, Result=0
2025-07-27 18:40:19,729 INFO calculate [main] Operation=SUBTRACT, Inputs=5,6, Result=-1
2025-07-27 18:40:19,729 INFO calculate [main] Operation=DIVIDE, Inputs=1,4, Result=0
2025-07-27 18:40:19,729 INFO calculate [main] Operation=ADD, Inputs=6,2, Result=8
2025-07-27 18:40:19,729 INFO calculate [main] Operation=DIVIDE, Inputs=2,5, Result=0
2025-07-27 18:40:19,729 INFO calculate [main] Operation=DIVIDE, Inputs=6,6, Result=1
2025-07-27 18:40:19,730 INFO calculate [main] Operation=ADD, Inputs=7,9, Result=16
2025-07-27 18:40:19,730 INFO calculate [main] Operation=ADD, Inputs=2,2, Result=4
2025-07-27 18:40:19,730 INFO calculate [main] Operation=DIVIDE, Inputs=0,2, Result=0
2025-07-27 18:40:19,730 INFO calculate [main] Operation=DIVIDE, Inputs=8,1, Result=8
2025-07-27 18:40:19,730 INFO calculate [main] Operation=ADD, Inputs=7,9, Result=16
2025-07-27 18:40:19,730 INFO calculate [main] Operation=SUBTRACT, Inputs=2,6, Result=-4
2025-07-27 18:40:19,730 INFO calculate [main] Operation=SUBTRACT, Inputs=4,9, Result=-5
2025-07-27 18:40:19,730 INFO calculate [main] Operation=DIVIDE, Inputs=2,5, Result=0
2025-07-27 18:40:19,730 INFO calculate [main] Operation=SUBTRACT, Inputs=4,5, Result=-1
2025-07-27 18:40:19,730 INFO calculate [main] Operation=DIVIDE, Inputs=5,3, Result=1
2025-07-27 18:40:19,730 INFO calculate [main] Operation=ADD, Inputs=6,4, Result=10
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=1,1, Result=2
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=9,1, Result=10
2025-07-27 18:40:19,731 INFO calculate [main] Operation=SUBTRACT, Inputs=4,6, Result=-2
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=6,9, Result=15
2025-07-27 18:40:19,731 INFO calculate [main] Operation=DIVIDE, Inputs=9,7, Result=1
2025-07-27 18:40:19,731 INFO calculate [main] Operation=SUBTRACT, Inputs=9,5, Result=4
2025-07-27 18:40:19,731 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:40:19,731 INFO calculate [main] Operation=SUBTRACT, Inputs=1,7, Result=-6
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=7,6, Result=13
2025-07-27 18:40:19,731 INFO calculate [main] Operation=DIVIDE, Inputs=5,9, Result=0
2025-07-27 18:40:19,731 INFO calculate [main] Operation=DIVIDE, Inputs=3,1, Result=3
2025-07-27 18:40:19,731 INFO calculate [main] Operation=SUBTRACT, Inputs=0,5, Result=-5
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=0,9, Result=9
2025-07-27 18:40:19,731 INFO calculate [main] Operation=DIVIDE, Inputs=4,9, Result=0
2025-07-27 18:40:19,731 INFO calculate [main] Operation=ADD, Inputs=3,5, Result=8
2025-07-27 18:40:19,732 INFO calculate [main] Operation=SUBTRACT, Inputs=7,0, Result=7
2025-07-27 18:40:19,732 INFO calculate [main] Operation=ADD, Inputs=9,3, Result=12
2025-07-27 18:45:09,327 INFO calculate [main] Operation=DIVIDE, Inputs=2,7, Result=0
2025-07-27 18:45:09,331 INFO calculate [main] Operation=ADD, Inputs=6,8, Result=14
2025-07-27 18:45:09,332 INFO calculate [main] Operation=DIVIDE, Inputs=3,5, Result=0
2025-07-27 18:45:09,332 INFO calculate [main] Operation=ADD, Inputs=1,2, Result=3
2025-07-27 18:45:09,332 INFO calculate [main] Operation=ADD, Inputs=4,4, Result=8
2025-07-27 18:45:09,332 INFO calculate [main] Operation=SUBTRACT, Inputs=0,1, Result=-1
2025-07-27 18:45:09,332 INFO calculate [main] Operation=SUBTRACT, Inputs=5,7, Result=-2
2025-07-27 18:45:09,332 INFO calculate [main] Operation=ADD, Inputs=1,3, Result=4
2025-07-27 18:45:09,332 INFO calculate [main] Operation=SUBTRACT, Inputs=4,8, Result=-4
2025-07-27 18:45:09,332 INFO calculate [main] Operation=DIVIDE, Inputs=4,2, Result=2
2025-07-27 18:45:09,332 INFO calculate [main] Operation=DIVIDE, Inputs=3,7, Result=0
2025-07-27 18:45:09,333 INFO calculate [main] Operation=SUBTRACT, Inputs=1,4, Result=-3
2025-07-27 18:45:09,333 INFO calculate [main] Operation=DIVIDE, Inputs=1,8, Result=0
2025-07-27 18:45:09,333 INFO calculate [main] Operation=DIVIDE, Inputs=2,7, Result=0
2025-07-27 18:45:09,333 INFO calculate [main] Operation=ADD, Inputs=9,6, Result=15
2025-07-27 18:45:09,333 INFO calculate [main] Operation=SUBTRACT, Inputs=4,4, Result=0
2025-07-27 18:45:09,333 INFO calculate [main] Operation=ADD, Inputs=6,0, Result=6
2025-07-27 18:45:09,333 INFO calculate [main] Operation=SUBTRACT, Inputs=5,8, Result=-3
2025-07-27 18:45:09,333 INFO calculate [main] Operation=ADD, Inputs=5,0, Result=5
2025-07-27 18:45:09,333 INFO calculate [main] Operation=SUBTRACT, Inputs=0,8, Result=-8
2025-07-27 18:45:09,333 INFO calculate [main] Operation=DIVIDE, Inputs=4,9, Result=0
2025-07-27 18:45:09,334 INFO calculate [main] Operation=ADD, Inputs=8,5, Result=13
2025-07-27 18:45:09,334 INFO calculate [main] Operation=ADD, Inputs=5,4, Result=9
2025-07-27 18:45:09,334 INFO calculate [main] Operation=SUBTRACT, Inputs=5,4, Result=1
2025-07-27 18:45:09,334 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:45:09,334 INFO calculate [main] Operation=SUBTRACT, Inputs=2,9, Result=-7
2025-07-27 18:45:09,334 INFO calculate [main] Operation=ADD, Inputs=6,9, Result=15
2025-07-27 18:45:09,334 INFO calculate [main] Operation=DIVIDE, Inputs=9,9, Result=1
2025-07-27 18:45:09,334 INFO calculate [main] Operation=SUBTRACT, Inputs=9,3, Result=6
2025-07-27 18:45:09,334 INFO calculate [main] Operation=ADD, Inputs=1,7, Result=8
2025-07-27 18:45:09,334 INFO calculate [main] Operation=DIVIDE, Inputs=1,8, Result=0
2025-07-27 18:45:09,335 INFO calculate [main] Operation=DIVIDE, Inputs=9,1, Result=9
2025-07-27 18:45:09,335 INFO calculate [main] Operation=SUBTRACT, Inputs=1,4, Result=-3
2025-07-27 18:45:09,335 INFO calculate [main] Operation=DIVIDE, Inputs=3,7, Result=0
2025-07-27 18:45:09,335 INFO calculate [main] Operation=ADD, Inputs=0,2, Result=2
2025-07-27 18:45:09,335 INFO calculate [main] Operation=ADD, Inputs=2,1, Result=3
2025-07-27 18:45:09,335 INFO calculate [main] Operation=DIVIDE, Inputs=0,2, Result=0
2025-07-27 18:45:09,335 INFO calculate [main] Operation=DIVIDE, Inputs=7,4, Result=1
2025-07-27 18:45:09,335 INFO calculate [main] Operation=DIVIDE, Inputs=3,7, Result=0
2025-07-27 18:45:09,336 INFO calculate [main] Operation=ADD, Inputs=4,5, Result=9
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=0,8, Result=-8
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=0,6, Result=-6
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=1,0, Result=1
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=7,0, Result=7
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=9,6, Result=3
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=6,1, Result=5
2025-07-27 18:45:09,336 INFO calculate [main] Operation=ADD, Inputs=9,0, Result=9
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=3,8, Result=-5
2025-07-27 18:45:09,336 INFO calculate [main] Operation=SUBTRACT, Inputs=6,2, Result=4
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=4,8, Result=-4
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=4,9, Result=-5
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=9,8, Result=1
2025-07-27 18:45:09,337 INFO calculate [main] Operation=DIVIDE, Inputs=9,9, Result=1
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=9,5, Result=4
2025-07-27 18:45:09,337 INFO calculate [main] Operation=ADD, Inputs=1,6, Result=7
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=9,9, Result=0
2025-07-27 18:45:09,337 INFO calculate [main] Operation=ADD, Inputs=3,6, Result=9
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=1,2, Result=-1
2025-07-27 18:45:09,337 INFO calculate [main] Operation=SUBTRACT, Inputs=0,7, Result=-7
2025-07-27 18:45:09,337 INFO calculate [main] Operation=ADD, Inputs=0,4, Result=4
2025-07-27 18:45:09,338 INFO calculate [main] Operation=SUBTRACT, Inputs=9,0, Result=9
2025-07-27 18:45:09,338 INFO calculate [main] Operation=DIVIDE, Inputs=3,7, Result=0
2025-07-27 18:45:09,338 INFO calculate [main] Operation=ADD, Inputs=2,9, Result=11
2025-07-27 18:45:09,338 INFO calculate [main] Operation=SUBTRACT, Inputs=6,9, Result=-3
2025-07-27 18:45:09,338 INFO calculate [main] Operation=SUBTRACT, Inputs=1,6, Result=-5
2025-07-27 18:45:09,338 INFO calculate [main] Operation=SUBTRACT, Inputs=4,4, Result=0
2025-07-27 18:45:09,338 INFO calculate [main] Operation=DIVIDE, Inputs=0,4, Result=0
2025-07-27 18:45:09,338 INFO calculate [main] Operation=SUBTRACT, Inputs=5,3, Result=2
2025-07-27 18:45:09,338 INFO calculate [main] Operation=ADD, Inputs=7,5, Result=12
2025-07-27 18:45:09,338 INFO calculate [main] Operation=DIVIDE, Inputs=2,8, Result=0
2025-07-27 18:45:09,338 INFO calculate [main] Operation=ADD, Inputs=0,1, Result=1
2025-07-27 18:45:09,339 INFO calculate [main] Operation=SUBTRACT, Inputs=0,6, Result=-6
2025-07-27 18:45:09,339 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=4,7, Result=11
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=5,2, Result=7
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=5,9, Result=14
2025-07-27 18:45:09,339 INFO calculate [main] Operation=SUBTRACT, Inputs=0,9, Result=-9
2025-07-27 18:45:09,339 INFO calculate [main] Operation=DIVIDE, Inputs=0,5, Result=0
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=1,3, Result=4
2025-07-27 18:45:09,339 INFO calculate [main] Operation=DIVIDE, Inputs=9,8, Result=1
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=2,2, Result=4
2025-07-27 18:45:09,339 INFO calculate [main] Operation=SUBTRACT, Inputs=4,2, Result=2
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=2,9, Result=11
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=8,7, Result=15
2025-07-27 18:45:09,339 INFO calculate [main] Operation=ADD, Inputs=0,3, Result=3
2025-07-27 18:45:09,339 INFO calculate [main] Operation=SUBTRACT, Inputs=7,0, Result=7
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=3,2, Result=1
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=8,4, Result=4
2025-07-27 18:45:09,340 INFO calculate [main] Operation=DIVIDE, Inputs=3,5, Result=0
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=5,1, Result=4
2025-07-27 18:45:09,340 INFO calculate [main] Operation=DIVIDE, Inputs=7,7, Result=1
2025-07-27 18:45:09,340 INFO calculate [main] Operation=ADD, Inputs=0,8, Result=8
2025-07-27 18:45:09,340 INFO calculate [main] Operation=ADD, Inputs=7,5, Result=12
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=3,7, Result=-4
2025-07-27 18:45:09,340 INFO calculate [main] Operation=ADD, Inputs=2,6, Result=8
2025-07-27 18:45:09,340 INFO calculate [main] Operation=DIVIDE, Inputs=3,7, Result=0
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=6,1, Result=5
2025-07-27 18:45:09,340 INFO calculate [main] Operation=SUBTRACT, Inputs=1,6, Result=-5
2025-07-27 18:45:09,340 INFO calculate [main] Operation=ADD, Inputs=6,9, Result=15
2025-07-27 18:45:09,341 INFO calculate [main] Operation=SUBTRACT, Inputs=2,0, Result=2
2025-07-27 18:51:40,388 INFO calculate [main] Operation=DIVIDE, Inputs=8,7, Result=1
2025-07-27 18:51:40,391 INFO calculate [main] Operation=DIVIDE, Inputs=1,1, Result=1
2025-07-27 18:51:40,392 INFO calculate [main] Operation=DIVIDE, Inputs=1,8, Result=0
2025-07-27 18:51:40,392 INFO calculate [main] Operation=SUBTRACT, Inputs=4,4, Result=0
2025-07-27 18:51:40,392 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,392 INFO calculate [main] Operation=ADD, Inputs=4,0, Result=4
2025-07-27 18:51:40,392 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,392 INFO calculate [main] Operation=SUBTRACT, Inputs=2,8, Result=-6
2025-07-27 18:51:40,392 INFO calculate [main] Operation=DIVIDE, Inputs=8,2, Result=4
2025-07-27 18:51:40,392 INFO calculate [main] Operation=SUBTRACT, Inputs=7,5, Result=2
2025-07-27 18:51:40,392 INFO calculate [main] Operation=SUBTRACT, Inputs=3,4, Result=-1
2025-07-27 18:51:40,393 INFO calculate [main] Operation=SUBTRACT, Inputs=2,1, Result=1
2025-07-27 18:51:40,393 INFO calculate [main] Operation=DIVIDE, Inputs=1,8, Result=0
2025-07-27 18:51:40,393 INFO calculate [main] Operation=ADD, Inputs=7,1, Result=8
2025-07-27 18:51:40,393 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,393 INFO calculate [main] Operation=SUBTRACT, Inputs=7,6, Result=1
2025-07-27 18:51:40,393 INFO calculate [main] Operation=SUBTRACT, Inputs=9,6, Result=3
2025-07-27 18:51:40,393 INFO calculate [main] Operation=DIVIDE, Inputs=7,2, Result=3
2025-07-27 18:51:40,393 INFO calculate [main] Operation=ADD, Inputs=1,9, Result=10
2025-07-27 18:51:40,393 INFO calculate [main] Operation=SUBTRACT, Inputs=9,0, Result=9
2025-07-27 18:51:40,393 INFO calculate [main] Operation=SUBTRACT, Inputs=4,7, Result=-3
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=8,9, Result=17
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=1,8, Result=9
2025-07-27 18:51:40,394 INFO calculate [main] Operation=DIVIDE, Inputs=3,6, Result=0
2025-07-27 18:51:40,394 INFO calculate [main] Operation=SUBTRACT, Inputs=7,3, Result=4
2025-07-27 18:51:40,394 INFO calculate [main] Operation=DIVIDE, Inputs=0,5, Result=0
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=1,0, Result=1
2025-07-27 18:51:40,394 INFO calculate [main] Operation=SUBTRACT, Inputs=0,2, Result=-2
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=5,3, Result=8
2025-07-27 18:51:40,394 INFO calculate [main] Operation=DIVIDE, Inputs=7,5, Result=1
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=0,0, Result=0
2025-07-27 18:51:40,394 INFO calculate [main] Operation=DIVIDE, Inputs=4,2, Result=2
2025-07-27 18:51:40,394 INFO calculate [main] Operation=ADD, Inputs=8,1, Result=9
2025-07-27 18:51:40,394 INFO calculate [main] Operation=DIVIDE, Inputs=9,5, Result=1
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=9,5, Result=4
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=2,8, Result=-6
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=3,1, Result=2
2025-07-27 18:51:40,395 INFO calculate [main] Operation=DIVIDE, Inputs=4,8, Result=0
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=0,2, Result=-2
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=4,6, Result=-2
2025-07-27 18:51:40,395 INFO calculate [main] Operation=ADD, Inputs=7,1, Result=8
2025-07-27 18:51:40,395 INFO calculate [main] Operation=ADD, Inputs=4,3, Result=7
2025-07-27 18:51:40,395 INFO calculate [main] Operation=ADD, Inputs=9,5, Result=14
2025-07-27 18:51:40,395 INFO calculate [main] Operation=ADD, Inputs=9,3, Result=12
2025-07-27 18:51:40,395 INFO calculate [main] Operation=SUBTRACT, Inputs=1,7, Result=-6
2025-07-27 18:51:40,396 INFO calculate [main] Operation=DIVIDE, Inputs=8,3, Result=2
2025-07-27 18:51:40,396 INFO calculate [main] Operation=DIVIDE, Inputs=3,1, Result=3
2025-07-27 18:51:40,396 INFO calculate [main] Operation=ADD, Inputs=2,0, Result=2
2025-07-27 18:51:40,396 INFO calculate [main] Operation=ADD, Inputs=7,0, Result=7
2025-07-27 18:51:40,396 INFO calculate [main] Operation=ADD, Inputs=3,5, Result=8
2025-07-27 18:51:40,396 INFO calculate [main] Operation=SUBTRACT, Inputs=1,2, Result=-1
2025-07-27 18:51:40,396 INFO calculate [main] Operation=ADD, Inputs=6,6, Result=12
2025-07-27 18:51:40,396 INFO calculate [main] Operation=SUBTRACT, Inputs=6,3, Result=3
2025-07-27 18:51:40,396 INFO calculate [main] Operation=DIVIDE, Inputs=8,5, Result=1
2025-07-27 18:51:40,396 INFO calculate [main] Operation=ADD, Inputs=2,5, Result=7
2025-07-27 18:51:40,397 INFO calculate [main] Operation=DIVIDE, Inputs=8,3, Result=2
2025-07-27 18:51:40,397 INFO calculate [main] Operation=SUBTRACT, Inputs=1,8, Result=-7
2025-07-27 18:51:40,397 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,397 INFO calculate [main] Operation=ADD, Inputs=0,8, Result=8
2025-07-27 18:51:40,397 INFO calculate [main] Operation=ADD, Inputs=7,2, Result=9
2025-07-27 18:51:40,397 INFO calculate [main] Operation=DIVIDE, Inputs=5,3, Result=1
2025-07-27 18:51:40,397 INFO calculate [main] Operation=ADD, Inputs=8,2, Result=10
2025-07-27 18:51:40,397 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,397 INFO calculate [main] Operation=DIVIDE, Inputs=2,1, Result=2
2025-07-27 18:51:40,397 INFO calculate [main] Operation=SUBTRACT, Inputs=7,6, Result=1
2025-07-27 18:51:40,397 INFO calculate [main] Operation=SUBTRACT, Inputs=6,2, Result=4
2025-07-27 18:51:40,397 INFO calculate [main] Operation=SUBTRACT, Inputs=5,7, Result=-2
2025-07-27 18:51:40,397 INFO calculate [main] Operation=DIVIDE, Inputs=3,4, Result=0
2025-07-27 18:51:40,397 INFO calculate [main] Operation=SUBTRACT, Inputs=8,5, Result=3
2025-07-27 18:51:40,397 INFO calculate [main] Operation=DIVIDE, Inputs=9,2, Result=4
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=7,4, Result=1
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=9,3, Result=6
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=1,5, Result=0
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=3,1, Result=3
2025-07-27 18:51:40,398 INFO calculate [main] Operation=ADD, Inputs=7,4, Result=11
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=2,3, Result=0
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=3,4, Result=-1
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=1,9, Result=0
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=2,4, Result=-2
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=6,8, Result=-2
2025-07-27 18:51:40,398 INFO calculate [main] Operation=ADD, Inputs=5,4, Result=9
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=6,8, Result=0
2025-07-27 18:51:40,398 INFO calculate [main] Operation=ADD, Inputs=5,3, Result=8
2025-07-27 18:51:40,398 INFO calculate [main] Operation=DIVIDE, Inputs=6,8, Result=0
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=4,7, Result=-3
2025-07-27 18:51:40,398 INFO calculate [main] Operation=SUBTRACT, Inputs=1,3, Result=-2
2025-07-27 18:51:40,399 INFO calculate [main] Operation=SUBTRACT, Inputs=3,6, Result=-3
2025-07-27 18:51:40,399 ERROR calculate [main] Cannot divide by zero
2025-07-27 18:51:40,399 INFO calculate [main] Operation=ADD, Inputs=7,0, Result=7
